Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost,Profit_precent
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,6.608,2,0.2,2.2302,4.3778,51%
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,7.28,2,0.2,2.73,4.55,60%
Same Day,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,144.784,1,0.2,10.8588,133.9252,8%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,156.792,1,0.2,13.7193,143.0727,10%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,431.976,3,0.2,26.9985,404.9775,7%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,35.89,1,0,16.1505,19.7395,82%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,47.208,7,0.2,15.3426,31.8654,48%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,248.08,7,0,116.5976,131.4824,89%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,189.7,5,0,89.159,100.541,89%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,59.808,3,0.2,19.4376,40.3704,48%
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,90.99,1,0,14.5584,76.4316,19%
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,1526.56,7,0,427.4368,1099.1232,39%
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,368.97,3,0,40.5867,328.3833,12%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,305.01,9,0,76.2525,228.7575,33%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,18.7,1,0,7.106,11.594,61%
First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,38.29,7,0,16.4647,21.8253,75%
Standard Class,Home Office,United States,San Diego,California,92024,West,Furniture,Furnishings,26.25,3,0,11.025,15.225,72%
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,64.96,14,0.2,22.736,42.224,54%
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Envelopes,43.7,5,0,20.539,23.161,89%
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Accessories,41.6,4,0.2,13,28.6,45%
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,23.12,5,0.2,8.381,14.739,57%
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Chairs,113.888,2,0.2,9.9652,103.9228,10%
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Furnishings,113.568,2,0.2,-5.6784,119.2464,-5%
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,7.92,2,0.2,0.693,7.227,10%
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,671.984,2,0.2,50.3988,621.5852,8%
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,39.99,1,0,11.5971,28.3929,41%
Standard Class,Home Office,United States,Watertown,New York,13601,East,Furniture,Chairs,191.646,3,0.1,31.941,159.705,20%
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,2.313,1,0.7,-1.9275,4.2405,-45%
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Binders,19.936,4,0.2,7.2268,12.7092,57%
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Fasteners,45.92,4,0,21.5824,24.3376,89%
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Paper,20.34,3,0,9.3564,10.9836,85%
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Labels,39.28,8,0,19.2472,20.0328,96%
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,81.568,2,0.2,9.1764,72.3916,13%
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,97.184,2,0.2,6.074,91.11,7%
Second Class,Corporate,United States,Oceanside,California,92054,West,Office Supplies,Binders,24.32,5,0.2,8.208,16.112,51%
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Furnishings,18.96,2,0,7.584,11.376,67%
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,32.952,6,0.6,-19.7712,52.7232,-38%
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Storage,30.016,4,0.2,3.0016,27.0144,11%
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,499.584,3,0.2,43.7136,455.8704,10%
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,31.104,6,0.2,10.8864,20.2176,54%
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,13.272,8,0.7,-10.6176,23.8896,-44%
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,28.272,2,0.2,6.3612,21.9108,29%
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage,259.136,4,0.2,-51.8272,310.9632,-17%
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,10.8,5,0,5.184,5.616,92%
Standard Class,Consumer,United States,Allen,Texas,75002,Central,Furniture,Tables,244.006,2,0.3,-31.3722,275.3782,-11%
Standard Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Paper,15.936,4,0.2,5.3784,10.5576,51%
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,188.552,7,0.3,-2.6936,191.2456,-1%
Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,22.58,2,0,5.8708,16.7092,35%
Second Class,Consumer,United States,Mount Pleasant,South Carolina,29464,South,Furniture,Chairs,545.94,6,0,87.3504,458.5896,19%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,20.736,4,0.2,7.2576,13.4784,54%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,43.296,2,0.2,4.3296,38.9664,11%
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,123.136,4,0.2,13.8528,109.2832,13%
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,11.264,4,0.2,3.8016,7.4624,51%
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,53.424,3,0.2,4.6746,48.7494,10%
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Tables,275.49,1,0.5,-170.8038,446.2938,-38%
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,24.96,4,0,6.24,18.72,33%
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,19.36,2,0,9.2928,10.0672,92%
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,1267.65,9,0,152.118,1115.532,14%
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,12.99,1,0,0.7794,12.2106,6%
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,18.56,4,0.2,6.496,12.064,54%
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Storage,449.15,5,0,8.983,440.167,2%
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,31.248,7,0.2,10.9368,20.3112,54%
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,61.44,3,0,16.5888,44.8512,37%
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,895.92,4,0,421.0824,474.8376,89%
Second Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Binders,55.36,4,0.2,18.684,36.676,51%
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,55.92,5,0.2,6.291,49.629,13%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,24.896,4,0.2,8.4024,16.4936,51%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,3.984,1,0.2,0.6474,3.3366,19%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,95.968,4,0.2,28.7904,67.1776,43%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Machines,206.991,3,0.7,-172.4925,379.4835,-45%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,44.416,2,0.2,3.8864,40.5296,10%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,9.006,2,0.7,-7.2048,16.2108,-44%
Standard Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Binders,19,5,0,8.93,10.07,89%
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Binders,33.376,4,0.2,10.43,22.946,45%
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,207.48,1,0,62.244,145.236,43%
Standard Class,Home Office,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Binders,91.68,3,0,45.84,45.84,100%
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,904.9,5,0,253.372,651.528,39%
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Binders,34.272,3,0.2,11.1384,23.1336,48%
First Class,Consumer,United States,Murray,Kentucky,42071,South,Furniture,Furnishings,191.82,3,0,74.8098,117.0102,64%
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,243.88,5,0.2,27.4365,216.4435,13%
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,12.03,5,0.7,-9.223,21.253,-43%
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Technology,Machines,2549.985,5,0.7,-3399.98,5949.965,-57%
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,21.594,2,0.7,-15.8356,37.4296,-42%
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,8.964,6,0.7,-6.5736,15.5376,-42%
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,20.736,4,0.2,7.2576,13.4784,54%
Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Tables,344.22,2,0.4,-103.266,447.486,-23%
Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Office Supplies,Storage,727.296,8,0.2,-172.7328,900.0288,-19%
Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,32.7816,-31%
Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Technology,Accessories,666.4,7,0.2,-33.32,699.72,-5%
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Fasteners,5.04,3,0,0.2016,4.8384,4%
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Paper,92.94,3,0,41.823,51.117,82%
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Furniture,Furnishings,66.69,3,0,22.0077,44.6823,49%
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Binders,91.68,5,0.2,28.65,63.03,45%
Standard Class,Consumer,United States,Brownsville,Texas,78521,Central,Furniture,Bookcases,327.7328,2,0.32,-14.4588,342.1916,-4%
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,52.272,11,0.2,17.6418,34.6302,51%
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,17.94,3,0,8.073,9.867,82%
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,254.352,3,0.2,0,254.352,0%
Same Day,Corporate,United States,Billings,Montana,59102,West,Office Supplies,Binders,8.288,2,0.2,2.6936,5.5944,48%
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs,504.9,5,0,80.784,424.116,19%
Standard Class,Corporate,United States,Gresham,Oregon,97030,West,Technology,Phones,403.168,4,0.2,25.198,377.97,7%
Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Furniture,Bookcases,194.32,4,0,31.0912,163.2288,19%
Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Office Supplies,Art,25.99,1,0,7.5371,18.4529,41%
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,195.136,4,0.2,-12.196,207.332,-6%
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,20.736,4,0.2,7.2576,13.4784,54%
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,53.7,6,0,10.203,43.497,23%
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Binders,36.26,7,0,16.6796,19.5804,85%
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Art,56.3,2,0,15.764,40.536,39%
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Paper,32.4,5,0,15.552,16.848,92%
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Furniture,Furnishings,29.16,2,0,10.7892,18.3708,59%
Standard Class,Corporate,United States,Pasadena,California,91104,West,Furniture,Tables,171.288,3,0.2,-6.4233,177.7113,-4%
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,16.72,5,0.2,3.344,13.376,25%
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,12.96,2,0,6.2208,6.7392,92%
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Envelopes,22.18,2,0,10.8682,11.3118,96%
Same Day,Home Office,United States,Long Beach,California,90805,West,Furniture,Chairs,2054.272,8,0.2,256.784,1797.488,14%
Second Class,Consumer,United States,Troy,Ohio,45373,East,Technology,Phones,1022.97,5,0.4,-255.7425,1278.7125,-20%
Second Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Art,13.9,5,0,3.614,10.286,35%
Second Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,26.38,1,0,12.1348,14.2452,85%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,43.176,7,0.2,13.4925,29.6835,45%
First Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Tables,411.8,2,0,70.006,341.794,20%
First Class,Home Office,United States,Columbus,Georgia,31907,South,Technology,Accessories,360,4,0,129.6,230.4,56%
Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Furniture,Furnishings,41.96,2,0,2.9372,39.0228,8%
Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Office Supplies,Appliances,227.84,4,0,66.0736,161.7664,41%
Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Office Supplies,Paper,37.94,2,0,18.2112,19.7288,92%
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,517.9,2,0,134.654,383.246,35%
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,5.28,2,0,2.4288,2.8512,85%
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Copiers,2799.96,5,0.2,874.9875,1924.9725,45%
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,8.96,2,0,4.3008,4.6592,92%
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,31.5,10,0,15.12,16.38,92%
Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,30.56,2,0,10.3904,20.1696,52%
Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Tables,24.368,2,0.2,-3.3506,27.7186,-12%
Standard Class,Corporate,United States,Newark,Ohio,43055,East,Technology,Accessories,119.976,3,0.2,22.4955,97.4805,23%
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,26.88,8,0.2,9.744,17.136,57%
First Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Phones,83.97,3,0,23.5116,60.4584,39%
First Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Accessories,104.97,3,0,7.3479,97.6221,8%
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,90.8,8,0,25.424,65.376,39%
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,140.736,8,0.2,49.2576,91.4784,54%
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Accessories,214.95,5,0,88.1295,126.8205,69%
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,45.36,7,0,21.7728,23.5872,92%
